City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
237,Kaitangata,NZ,2021-05-29 22:04:03,-46.2817,169.8464,49.55,94,100,10.58
238,Jinchang,CN,2021-05-29 22:04:04,38.4953,102.1739,65.59,31,70,5.08
239,Richards Bay,ZA,2021-05-29 22:04:04,-28.783,32.0377,63.7,86,10,4.79
240,Vila,PT,2021-05-29 22:04:04,42.0304,-8.1588,58.69,74,78,3.44
241,Murgab,TM,2021-05-29 22:04:05,37.4966,61.9714,84.36,16,0,5.75
242,Ostrovnoy,RU,2021-05-29 22:04:05,68.0531,39.5131,35.02,80,100,14.67
243,Saint-Pierre,RE,2021-05-29 22:04:05,-21.3393,55.4781,69.44,65,0,6.91
244,Nago,JP,2021-05-29 22:04:06,26.5881,127.9761,69.87,92,100,13.87
245,Karasjok,NO,2021-05-29 22:04:06,69.4719,25.5112,42.91,72,95,18.57
246,Nikolskoye,RU,2021-05-29 22:04:06,59.7035,30.7861,46.78,78,3,4.38
247,Santa Cruz Del Sur,CU,2021-05-29 22:04:07,20.7147,-77.9956,83.1,64,11,5.82
248,Hambantota,LK,2021-05-29 22:04:07,6.1241,81.1185,80.94,89,40,20.42
249,Beri,IN,2021-05-29 22:04:08,25.9031,79.8902,81.25,68,12,6.64
250,Luderitz,NA,2021-05-29 22:04:08,-26.6481,15.1594,60.01,66,32,14.43
251,Souillac,MU,2021-05-29 22:01:04,-20.5167,57.5167,74.35,90,12,7.18
252,Ahipara,NZ,2021-05-29 22:04:09,-35.1667,173.1667,56.64,76,91,11.3
253,Miraflores,MX,2021-05-29 22:04:09,19.2167,-98.8083,80.87,38,97,3.65
254,Wangkui,CN,2021-05-29 22:04:09,46.8333,126.5,59.14,60,56,3.02
255,Natal,BR,2021-05-29 22:00:33,-5.795,-35.2094,77.72,78,2,11.59
256,San Luis,AR,2021-05-29 22:04:10,-33.295,-66.3356,52.84,50,81,2.75
257,Mabaruma,GY,2021-05-29 22:04:10,8.2,-59.7833,74.8,97,98,3.74
258,Coihaique,CL,2021-05-29 22:04:11,-45.5752,-72.0662,36.43,95,81,8.05
259,Dikson,RU,2021-05-29 22:04:11,73.5069,80.5464,16.59,98,48,4.9
260,Camalu,MX,2021-05-29 22:04:12,30.85,-116.0667,69.42,59,6,17.18
261,Buraydah,SA,2021-05-29 21:59:30,26.326,43.975,90.05,12,20,7.38
262,Sao Miguel Do Araguaia,BR,2021-05-29 22:00:33,-13.275,-50.1628,79.32,44,53,2.39
263,Kruisfontein,ZA,2021-05-29 22:04:12,-34.0033,24.7314,52.88,89,49,11.1
264,Jimani,DO,2021-05-29 22:04:13,18.4917,-71.8502,85.23,60,74,4.92
265,Fuchu,JP,2021-05-29 22:04:13,35.6667,139.4833,72.66,65,90,8.05
266,Aquidauana,BR,2021-05-29 22:04:14,-20.4711,-55.7872,81.66,39,98,4.23
267,East London,ZA,2021-05-29 22:04:14,-33.0153,27.9116,59.74,81,57,16.24
268,Northam,GB,2021-05-29 21:59:19,51.0333,-4.2167,60.3,75,31,5.93
269,Iracoubo,GF,2021-05-29 22:04:14,5.4802,-53.2011,78.21,88,76,9.78
270,Ashland,US,2021-05-29 22:04:15,40.8167,-82.2665,54.16,73,100,12.88
271,Port Blair,IN,2021-05-29 22:04:15,11.6667,92.75,80.92,83,100,5.17
272,Karratha,AU,2021-05-29 22:04:16,-20.7377,116.8463,73.35,76,99,5.03
273,Boguchany,RU,2021-05-29 22:04:16,58.3814,97.4531,33.17,89,100,5.03
274,Pisz,PL,2021-05-29 22:04:16,53.6274,21.8125,46.65,96,44,6.4
275,Meulaboh,ID,2021-05-29 22:04:17,4.1363,96.1285,76.71,86,100,3.04
276,Aquiraz,BR,2021-05-29 22:04:17,-3.9014,-38.3911,84.22,70,12,6.64
277,Lovozero,RU,2021-05-29 22:04:17,68.005,35.0117,32.97,84,46,7.61
278,Qui Nhon,VN,2021-05-29 22:04:18,13.7667,109.2333,80.65,77,100,4.05
279,Poum,NC,2021-05-29 22:04:18,-20.2333,164.0167,71.47,58,68,17.52
280,Honiara,SB,2021-05-29 22:04:18,-9.4333,159.95,79.75,84,87,1.57
281,Havelock,US,2021-05-29 22:04:19,34.8791,-76.9013,80.55,84,100,11.01
282,Kelowna,CA,2021-05-29 22:00:11,49.8831,-119.4857,77.27,24,15,3.0
283,Tura,IN,2021-05-29 22:04:19,25.5198,90.2201,72.46,92,29,4.36
284,Bamiantong,CN,2021-05-29 22:04:20,44.9333,130.5333,53.22,81,48,3.62
285,Le Port,RE,2021-05-29 22:04:20,-20.9373,55.2919,69.76,73,0,3.89
286,Staryy Nadym,RU,2021-05-29 22:04:20,65.6118,72.6842,49.77,77,100,12.12
287,Ayan,RU,2021-05-29 22:04:21,56.45,138.1667,37.29,94,91,13.82
288,Port Hawkesbury,CA,2021-05-29 22:01:05,45.6169,-61.3485,45.59,89,100,3.0
289,Palmer,US,2021-05-29 22:04:21,42.1584,-72.3287,48.81,78,100,1.01
290,Mananara,MG,2021-05-29 22:04:21,-16.1667,49.7667,69.01,90,37,4.25
291,Sainte-Marie,RE,2021-05-29 22:04:22,-20.8968,55.5496,69.93,73,0,10.36
292,Matara,LK,2021-05-29 22:04:22,5.9485,80.5353,78.96,86,76,14.29
293,Cortez,US,2021-05-29 22:04:23,37.3489,-108.5859,83.52,8,1,12.66
